"","Age","Attrition","BusinessTravel","DailyRate","Department","DistanceFromHome","Education","EducationField","EmployeeNumber","EnvironmentSatisfaction","Gender","HourlyRate","JobInvolvement","JobLevel","JobRole","JobSatisfaction","MonthlyIncome","MonthlyRate","NumCompaniesWorked","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StandardHours","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","SalesRating","HireSource","Campus"
"1099",40,0,"Non-Travel",1142,"Research & Development",8,2,"Life Sciences",1552,4,"Male",72,3,2,"Healthcare Representative",4,4069,8841,3,"Yes",18,3,3,80,0,8,2,3,2,2,2,2,NA,"Applied Online",NA
"1100",45,0,"Travel_Rarely",538,"Research & Development",1,4,"Technical Degree",1553,1,"Male",66,3,3,"Healthcare Representative",2,7441,20933,1,"No",12,3,1,80,3,10,4,3,10,8,7,7,NA,NA,NA
"1101",35,0,"Travel_Rarely",1402,"Sales",28,4,"Life Sciences",1554,2,"Female",98,2,1,"Sales Representative",3,2430,26204,0,"No",23,2,1,80,2,6,5,3,5,3,4,2,0.678046205059824,"Search Firm",NA
"1102",32,0,"Travel_Rarely",824,"Research & Development",5,2,"Life Sciences",1555,4,"Female",67,2,2,"Research Scientist",2,5878,15624,3,"No",12,3,1,80,1,12,2,3,7,1,2,5,NA,NA,NA
"1103",36,0,"Travel_Rarely",1157,"Sales",2,4,"Life Sciences",1556,3,"Male",70,3,1,"Sales Representative",4,2644,17001,3,"Yes",21,3,4,80,0,7,3,2,3,2,1,2,2.14273593623042,"Referral",NA
"1104",48,0,"Travel_Rarely",492,"Sales",16,4,"Life Sciences",1557,3,"Female",96,3,2,"Sales Executive",3,6439,13693,8,"No",14,2,3,80,1,18,2,3,8,7,7,7,1.65086333662389,NA,NA
"1105",29,0,"Travel_Rarely",598,"Research & Development",9,3,"Life Sciences",1558,3,"Male",91,4,1,"Research Scientist",3,2451,22376,6,"No",18,4,1,80,2,5,2,2,1,0,0,0,NA,"Search Firm",NA
"1106",33,0,"Travel_Rarely",1242,"Sales",8,4,"Life Sciences",1560,1,"Male",46,3,2,"Sales Executive",1,6392,10589,2,"No",13,3,4,80,1,8,6,1,2,2,2,2,0.307372253139522,"Applied Online",NA
"1107",30,1,"Travel_Rarely",740,"Sales",1,3,"Life Sciences",1562,2,"Male",64,2,2,"Sales Executive",1,9714,5323,1,"No",11,4,4,80,1,10,4,3,10,8,6,7,1.48748215372459,NA,NA
"1108",38,0,"Travel_Frequently",888,"Human Resources",10,4,"Human Resources",1563,3,"Male",71,3,2,"Human Resources",3,6077,14814,3,"No",11,3,3,80,0,10,2,3,6,3,1,2,NA,"Applied Online",NA
"1109",35,0,"Travel_Rarely",992,"Research & Development",1,3,"Medical",1564,4,"Male",68,2,1,"Laboratory Technician",1,2450,21731,1,"No",19,4,2,80,0,3,3,3,3,0,1,2,NA,"Search Firm",NA
"1110",30,0,"Travel_Rarely",1288,"Sales",29,4,"Technical Degree",1568,3,"Male",33,3,3,"Sales Executive",2,9250,17799,3,"No",12,3,2,80,1,9,3,3,4,2,1,3,1.00344627941532,"Applied Online",NA
"1111",35,1,"Travel_Rarely",104,"Research & Development",2,3,"Life Sciences",1569,1,"Female",69,3,1,"Laboratory Technician",1,2074,26619,1,"Yes",12,2,4,80,1,1,2,3,1,0,0,0,NA,"Referral",NA
"1112",53,1,"Travel_Rarely",607,"Research & Development",2,5,"Technical Degree",1572,3,"Female",78,2,3,"Manufacturing Director",4,10169,14618,0,"No",16,3,2,80,1,34,4,3,33,7,1,9,NA,NA,NA
"1113",38,1,"Travel_Rarely",903,"Research & Development",2,3,"Medical",1573,3,"Male",81,3,2,"Manufacturing Director",2,4855,7653,4,"No",11,3,1,80,2,7,2,3,5,2,1,4,NA,"Campus","Northern"
"1114",32,0,"Non-Travel",1200,"Research & Development",1,4,"Technical Degree",1574,4,"Male",62,3,2,"Research Scientist",1,4087,25174,4,"No",14,3,2,80,1,9,3,2,6,5,1,2,NA,"Campus","A&M"
"1115",48,0,"Travel_Rarely",1108,"Research & Development",15,4,"Other",1576,3,"Female",65,3,1,"Research Scientist",1,2367,16530,8,"No",12,3,4,80,1,10,3,2,8,2,7,6,NA,NA,NA
"1116",34,0,"Travel_Rarely",479,"Research & Development",7,4,"Medical",1577,1,"Male",35,3,1,"Research Scientist",4,2972,22061,1,"No",13,2,3,80,0,1,4,1,1,0,0,0,NA,"Campus","Tech"
"1117",55,0,"Travel_Rarely",685,"Sales",26,5,"Marketing",1578,3,"Male",60,2,5,"Manager",4,19586,23037,1,"No",21,2,3,80,1,36,3,3,36,6,2,13,0.277417950261923,NA,NA
"1118",34,0,"Travel_Rarely",1351,"Research & Development",1,4,"Life Sciences",1580,2,"Male",45,3,2,"Research Scientist",4,5484,13008,9,"No",17,2,2,80,1,9,3,2,2,2,2,1,NA,"Applied Online",NA
"1119",26,0,"Travel_Rarely",474,"Research & Development",3,3,"Life Sciences",1581,1,"Female",89,3,1,"Research Scientist",4,2061,11133,1,"No",21,3,1,80,0,1,5,3,1,0,0,0,NA,"Applied Online",NA
"1120",38,0,"Travel_Rarely",1245,"Sales",14,3,"Life Sciences",1582,3,"Male",80,3,2,"Sales Executive",2,9924,12355,0,"No",11,2,4,80,1,10,3,3,9,8,7,7,0.582814735943662,NA,NA
"1121",38,0,"Travel_Rarely",437,"Sales",16,3,"Life Sciences",1583,2,"Female",90,3,2,"Sales Executive",2,4198,16379,2,"No",12,3,2,80,0,8,5,4,3,2,1,2,0.979641159461255,"Campus","Tech"
"1122",36,0,"Travel_Rarely",884,"Sales",1,4,"Life Sciences",1585,2,"Female",73,3,2,"Sales Executive",3,6815,21447,6,"No",13,2,1,80,0,15,5,3,1,0,0,0,0.903977583356573,"Campus","Northern"
"1123",29,0,"Travel_Rarely",1370,"Research & Development",3,1,"Medical",1586,2,"Male",87,3,1,"Laboratory Technician",1,4723,16213,1,"Yes",18,4,4,80,0,10,3,3,10,9,1,5,NA,NA,NA
"1124",35,0,"Travel_Rarely",670,"Research & Development",10,4,"Medical",1587,1,"Female",51,3,2,"Healthcare Representative",3,6142,4223,3,"Yes",16,4,3,80,0,10,4,3,5,2,0,4,NA,"Applied Online",NA
"1125",39,0,"Travel_Rarely",1462,"Sales",6,3,"Medical",1588,4,"Male",38,4,3,"Sales Executive",3,8237,4658,2,"No",11,3,1,80,1,11,3,3,7,6,7,6,2.13906580337544,NA,NA
"1126",29,0,"Travel_Frequently",995,"Research & Development",2,1,"Life Sciences",1590,1,"Male",87,3,2,"Healthcare Representative",4,8853,24483,1,"No",19,2,4,80,1,6,0,4,6,4,1,3,NA,"Applied Online",NA
"1127",50,0,"Travel_Rarely",264,"Sales",9,3,"Marketing",1591,3,"Male",59,3,5,"Manager",3,19331,19519,4,"Yes",16,2,3,80,1,27,2,3,1,0,0,0,2.14297017889215,"Campus","A&M"
"1128",23,0,"Travel_Rarely",977,"Research & Development",10,3,"Technical Degree",1592,4,"Male",45,4,1,"Research Scientist",3,2073,12826,2,"No",16,3,4,80,1,4,2,3,2,2,2,2,NA,"Applied Online",NA
"1129",36,0,"Travel_Frequently",1302,"Research & Development",6,4,"Life Sciences",1594,1,"Male",80,4,2,"Laboratory Technician",1,5562,19711,3,"Yes",13,3,4,80,1,9,3,3,3,2,0,2,NA,"Referral",NA
"1130",42,0,"Travel_Rarely",1059,"Research & Development",9,2,"Other",1595,4,"Male",93,2,5,"Manager",4,19613,26362,8,"No",22,4,4,80,0,24,2,3,1,0,0,1,NA,"Search Firm",NA
"1131",35,0,"Travel_Rarely",750,"Research & Development",28,3,"Life Sciences",1596,2,"Male",46,4,2,"Laboratory Technician",3,3407,25348,1,"No",17,3,4,80,2,10,3,2,10,9,6,8,NA,NA,NA
"1132",34,0,"Travel_Frequently",653,"Research & Development",10,4,"Technical Degree",1597,4,"Male",92,2,2,"Healthcare Representative",3,5063,15332,1,"No",14,3,2,80,1,8,3,2,8,2,7,7,NA,NA,NA
"1133",40,0,"Travel_Rarely",118,"Sales",14,2,"Life Sciences",1598,4,"Female",84,3,2,"Sales Executive",1,4639,11262,1,"No",15,2,3,80,1,5,2,3,5,4,1,2,0.778561530821022,"Campus","Northern"
"1134",43,0,"Travel_Rarely",990,"Research & Development",27,3,"Technical Degree",1599,4,"Male",87,4,1,"Laboratory Technician",2,4876,5855,5,"No",12,3,3,80,1,8,0,3,6,4,0,2,NA,"Referral",NA
"1135",35,0,"Travel_Rarely",1349,"Research & Development",7,2,"Life Sciences",1601,3,"Male",63,2,1,"Laboratory Technician",4,2690,7713,1,"No",18,1,4,80,1,1,5,2,1,0,0,1,NA,"Applied Online",NA
"1136",46,0,"Travel_Rarely",563,"Sales",1,4,"Life Sciences",1602,4,"Male",56,4,4,"Manager",1,17567,3156,1,"No",15,4,2,80,0,27,5,1,26,0,0,12,2.12735351663766,NA,NA
"1137",28,1,"Travel_Rarely",329,"Research & Development",24,3,"Medical",1604,3,"Male",51,3,1,"Laboratory Technician",2,2408,7324,1,"Yes",17,3,3,80,3,1,3,3,1,1,0,0,NA,"Campus","Northern"
"1138",22,0,"Non-Travel",457,"Research & Development",26,2,"Other",1605,2,"Female",85,2,1,"Research Scientist",3,2814,10293,1,"Yes",14,3,2,80,0,4,2,2,4,2,1,3,NA,"Campus","State"
"1139",50,0,"Travel_Frequently",1234,"Research & Development",20,5,"Medical",1606,2,"Male",41,3,4,"Healthcare Representative",3,11245,20689,2,"Yes",15,3,3,80,1,32,3,3,30,8,12,13,NA,NA,NA
"1140",32,0,"Travel_Rarely",634,"Research & Development",5,4,"Other",1607,2,"Female",35,4,1,"Research Scientist",4,3312,18783,3,"No",17,3,4,80,2,6,3,3,3,2,0,2,NA,"Referral",NA
"1141",44,0,"Travel_Rarely",1313,"Research & Development",7,3,"Medical",1608,2,"Female",31,3,5,"Research Director",4,19049,3549,0,"Yes",14,2,4,80,1,23,4,2,22,7,1,10,NA,NA,NA
"1142",30,0,"Travel_Rarely",241,"Research & Development",7,3,"Medical",1609,2,"Male",48,2,1,"Research Scientist",2,2141,5348,1,"No",12,2,2,80,1,6,3,2,6,4,1,1,NA,"Referral",NA
"1143",45,0,"Travel_Rarely",1015,"Research & Development",5,5,"Medical",1611,3,"Female",50,1,2,"Laboratory Technician",1,5769,23447,1,"Yes",14,3,1,80,0,10,3,3,10,7,1,4,NA,NA,NA
"1144",45,0,"Non-Travel",336,"Sales",26,3,"Marketing",1612,1,"Male",52,2,2,"Sales Executive",1,4385,24162,1,"No",15,3,1,80,1,10,2,3,10,7,4,5,1.06967123433352,NA,NA
"1145",31,0,"Travel_Frequently",715,"Sales",2,4,"Other",1613,4,"Male",54,3,2,"Sales Executive",1,5332,21602,7,"No",13,4,4,80,0,10,3,3,5,2,0,3,0.988988543205032,"Campus","A&M"
"1146",36,0,"Travel_Rarely",559,"Research & Development",12,4,"Life Sciences",1614,3,"Female",76,3,2,"Manufacturing Director",3,4663,12421,9,"Yes",12,3,2,80,2,7,2,3,3,2,1,1,NA,"Applied Online",NA
"1147",34,0,"Travel_Frequently",426,"Research & Development",10,4,"Life Sciences",1615,3,"Male",42,4,2,"Manufacturing Director",4,4724,17000,1,"No",13,3,1,80,1,9,3,3,9,7,7,2,NA,NA,NA
"1148",49,0,"Travel_Rarely",722,"Research & Development",25,4,"Life Sciences",1617,3,"Female",84,3,1,"Laboratory Technician",1,3211,22102,1,"No",14,4,4,80,1,10,3,2,9,6,1,4,NA,NA,NA
"1149",39,0,"Travel_Rarely",1387,"Research & Development",10,5,"Medical",1618,2,"Male",76,3,2,"Manufacturing Director",1,5377,3835,2,"No",13,2,4,80,3,10,3,3,7,7,7,7,NA,NA,NA
"1150",27,0,"Travel_Rarely",1302,"Research & Development",19,3,"Other",1619,4,"Male",67,2,1,"Laboratory Technician",1,4066,16290,1,"No",11,2,1,80,2,7,3,3,7,7,0,7,NA,NA,NA
"1151",35,0,"Travel_Rarely",819,"Research & Development",18,5,"Life Sciences",1621,2,"Male",48,4,2,"Research Scientist",1,5208,26312,1,"No",11,3,4,80,0,16,2,3,16,15,1,10,NA,NA,NA
"1152",28,0,"Travel_Rarely",580,"Research & Development",27,3,"Medical",1622,2,"Female",39,1,2,"Manufacturing Director",1,4877,20460,0,"No",21,2,2,80,1,6,5,2,5,3,0,0,NA,"Search Firm",NA
"1153",21,0,"Travel_Rarely",546,"Research & Development",5,1,"Medical",1623,3,"Male",97,3,1,"Research Scientist",4,3117,26009,1,"No",18,3,3,80,0,3,2,3,2,2,2,2,NA,"Applied Online",NA
"1154",18,1,"Travel_Frequently",544,"Sales",3,2,"Medical",1624,2,"Female",70,3,1,"Sales Representative",4,1569,18420,1,"Yes",12,3,3,80,0,0,2,4,0,0,0,0,0.788227605457974,"Referral",NA
"1155",47,0,"Travel_Rarely",1176,"Human Resources",26,4,"Life Sciences",1625,4,"Female",98,3,5,"Manager",3,19658,5220,3,"No",11,3,3,80,1,27,2,3,5,2,1,0,NA,"Referral",NA
"1156",39,0,"Travel_Rarely",170,"Research & Development",3,2,"Medical",1627,3,"Male",76,2,2,"Laboratory Technician",3,3069,10302,0,"No",15,3,4,80,1,11,3,3,10,8,0,7,NA,NA,NA
"1157",40,0,"Travel_Rarely",884,"Research & Development",15,3,"Life Sciences",1628,1,"Female",80,2,3,"Manufacturing Director",3,10435,25800,1,"No",13,3,4,80,2,18,2,3,18,15,14,12,NA,NA,NA
"1158",35,0,"Non-Travel",208,"Research & Development",8,4,"Life Sciences",1630,3,"Female",52,3,2,"Healthcare Representative",3,4148,12250,1,"No",12,3,4,80,1,15,5,3,14,11,2,9,NA,NA,NA
"1159",37,0,"Travel_Rarely",671,"Research & Development",19,3,"Life Sciences",1631,3,"Male",85,3,2,"Manufacturing Director",3,5768,26493,3,"No",17,3,1,80,3,9,2,2,4,3,0,2,NA,"Applied Online",NA
"1160",39,0,"Travel_Frequently",711,"Research & Development",4,3,"Medical",1633,1,"Female",81,3,2,"Manufacturing Director",3,5042,3140,0,"No",13,3,4,80,0,10,2,1,9,2,3,8,NA,NA,NA
"1161",45,0,"Travel_Rarely",1329,"Research & Development",2,2,"Other",1635,4,"Female",59,2,2,"Manufacturing Director",4,5770,5388,1,"No",19,3,1,80,2,10,3,3,10,7,3,9,NA,NA,NA
"1162",38,0,"Travel_Rarely",397,"Research & Development",2,2,"Medical",1638,4,"Female",54,2,3,"Manufacturing Director",3,7756,14199,3,"Yes",19,3,4,80,1,10,6,4,5,4,0,2,NA,"Applied Online",NA
"1163",35,1,"Travel_Rarely",737,"Sales",10,3,"Medical",1639,4,"Male",55,2,3,"Sales Executive",1,10306,21530,9,"No",17,3,3,80,0,15,3,3,13,12,6,0,1.72229371211947,NA,NA
"1164",37,0,"Travel_Rarely",1470,"Research & Development",10,3,"Medical",1640,2,"Female",71,3,1,"Research Scientist",2,3936,9953,1,"No",11,4,1,80,1,8,2,1,8,4,7,7,NA,NA,NA
"1165",40,0,"Travel_Rarely",448,"Research & Development",16,3,"Life Sciences",1641,3,"Female",84,3,3,"Manufacturing Director",4,7945,19948,6,"Yes",15,2,4,80,0,18,2,2,4,2,3,3,NA,"Campus","State"
"1166",44,0,"Travel_Frequently",602,"Human Resources",1,5,"Human Resources",1642,1,"Male",37,3,2,"Human Resources",4,5743,10503,4,"Yes",11,3,3,80,0,14,3,3,10,7,0,2,NA,NA,NA
"1167",48,0,"Travel_Frequently",365,"Research & Development",4,5,"Medical",1644,3,"Male",89,2,4,"Manager",4,15202,5602,2,"No",25,3,2,80,1,23,3,3,2,2,2,2,NA,"Applied Online",NA
"1168",35,1,"Travel_Rarely",763,"Sales",15,2,"Medical",1645,1,"Male",59,1,2,"Sales Executive",4,5440,22098,6,"Yes",14,3,4,80,2,7,2,2,2,2,2,2,1.13075829630392,"Referral",NA
"1169",24,0,"Travel_Frequently",567,"Research & Development",2,1,"Technical Degree",1646,1,"Female",32,3,1,"Research Scientist",4,3760,17218,1,"Yes",13,4,3,80,0,6,2,3,6,3,1,3,NA,"Applied Online",NA
"1170",27,0,"Travel_Rarely",486,"Research & Development",8,3,"Medical",1647,2,"Female",86,4,1,"Research Scientist",3,3517,22490,7,"No",17,2,1,80,0,5,0,3,3,2,0,2,NA,"Applied Online",NA
"1171",27,0,"Travel_Frequently",591,"Research & Development",2,3,"Medical",1648,4,"Male",87,3,1,"Research Scientist",4,2580,6297,2,"No",13,3,3,80,0,6,0,2,4,2,1,2,NA,"Applied Online",NA
"1172",40,1,"Travel_Rarely",1329,"Research & Development",7,3,"Life Sciences",1649,1,"Male",73,3,1,"Laboratory Technician",1,2166,3339,3,"Yes",14,2,2,80,0,10,3,1,4,2,0,3,NA,"Campus","State"
"1173",29,0,"Travel_Rarely",469,"Sales",10,3,"Medical",1650,3,"Male",42,2,2,"Sales Executive",3,5869,23413,9,"No",11,3,3,80,0,8,2,3,5,2,1,4,1.2773245709203,"Campus","Northern"
"1174",36,0,"Travel_Rarely",711,"Research & Development",5,4,"Life Sciences",1651,2,"Female",42,3,3,"Healthcare Representative",1,8008,22792,4,"No",12,3,3,80,2,9,6,3,3,2,0,2,NA,"Applied Online",NA
"1175",25,0,"Travel_Frequently",772,"Research & Development",2,1,"Life Sciences",1653,4,"Male",77,4,2,"Manufacturing Director",3,5206,4973,1,"No",17,4,3,80,2,7,6,3,7,7,0,7,NA,NA,NA
"1176",39,0,"Travel_Rarely",492,"Research & Development",12,3,"Medical",1654,4,"Male",66,3,2,"Manufacturing Director",2,5295,7693,4,"No",21,3,3,80,0,7,3,3,5,4,1,0,NA,"Campus","Tech"
"1177",49,0,"Travel_Rarely",301,"Research & Development",22,4,"Other",1655,1,"Female",72,3,4,"Research Director",2,16413,3498,3,"No",16,3,2,80,2,27,2,3,4,2,1,2,NA,"Applied Online",NA
"1178",50,0,"Travel_Rarely",813,"Research & Development",17,5,"Life Sciences",1656,4,"Female",50,2,3,"Research Director",1,13269,21981,5,"No",15,2,3,80,3,19,3,3,14,11,1,11,NA,NA,NA
"1179",20,0,"Travel_Rarely",1141,"Sales",2,3,"Medical",1657,3,"Female",31,3,1,"Sales Representative",3,2783,13251,1,"No",19,3,1,80,0,2,3,3,2,2,2,2,1.60564119843138,"Applied Online",NA
"1180",34,0,"Travel_Rarely",1130,"Research & Development",3,3,"Life Sciences",1658,4,"Female",66,3,2,"Research Scientist",2,5433,19332,1,"No",12,3,3,80,1,11,2,3,11,8,7,9,NA,NA,NA
"1181",36,0,"Travel_Rarely",311,"Research & Development",7,3,"Life Sciences",1659,1,"Male",77,3,1,"Laboratory Technician",2,2013,10950,2,"No",11,2,3,80,0,15,4,3,4,3,1,3,NA,"Applied Online",NA
"1182",49,0,"Travel_Rarely",465,"Research & Development",6,1,"Life Sciences",1661,3,"Female",41,2,4,"Healthcare Representative",3,13966,11652,2,"Yes",19,3,2,80,1,30,3,3,15,11,2,12,NA,NA,NA
"1183",36,0,"Non-Travel",894,"Research & Development",1,4,"Medical",1662,4,"Female",33,2,2,"Manufacturing Director",3,4374,15411,0,"No",15,3,3,80,0,4,6,3,3,2,1,2,NA,"Campus","Northern"
"1184",36,0,"Travel_Rarely",1040,"Research & Development",3,2,"Life Sciences",1664,4,"Male",79,4,2,"Healthcare Representative",1,6842,26308,6,"No",20,3,1,80,1,13,3,3,5,4,0,4,NA,"Referral",NA
"1185",54,0,"Travel_Rarely",584,"Research & Development",22,5,"Medical",1665,2,"Female",91,3,4,"Manager",3,17426,18685,3,"No",25,3,3,80,1,36,6,3,10,8,4,7,NA,NA,NA
"1186",43,0,"Travel_Rarely",1291,"Research & Development",15,2,"Life Sciences",1666,3,"Male",65,2,4,"Research Director",3,17603,3525,1,"No",24,3,1,80,1,14,3,3,14,10,6,11,NA,NA,NA
"1187",35,1,"Travel_Frequently",880,"Sales",12,4,"Other",1667,4,"Male",36,3,2,"Sales Executive",4,4581,10414,3,"Yes",24,3,1,80,0,13,2,4,11,9,6,7,1.22132678562616,NA,NA
"1188",38,0,"Travel_Frequently",1189,"Research & Development",1,3,"Life Sciences",1668,4,"Male",90,3,2,"Research Scientist",4,4735,9867,7,"No",15,3,4,80,2,19,4,4,13,11,2,9,NA,NA,NA
"1189",29,0,"Travel_Rarely",991,"Sales",5,3,"Medical",1669,1,"Male",43,2,2,"Sales Executive",2,4187,3356,1,"Yes",13,3,2,80,1,10,3,2,10,0,0,9,1.5430761332763,NA,NA
"1190",33,0,"Travel_Rarely",392,"Sales",2,4,"Medical",1670,4,"Male",93,3,2,"Sales Executive",4,5505,3921,1,"No",14,3,3,80,2,6,5,3,6,2,0,4,0.780372890220859,"Referral",NA
"1191",32,0,"Travel_Rarely",977,"Research & Development",2,3,"Medical",1671,4,"Male",45,3,2,"Research Scientist",2,5470,25518,0,"No",13,3,3,80,2,10,4,2,9,5,1,6,NA,NA,NA
"1192",31,0,"Travel_Rarely",1112,"Sales",5,4,"Life Sciences",1673,1,"Female",67,3,2,"Sales Executive",4,5476,22589,1,"No",11,3,1,80,2,10,2,3,10,0,0,2,1.05696197609878,NA,NA
"1193",49,0,"Travel_Rarely",464,"Research & Development",16,3,"Medical",1674,4,"Female",74,3,1,"Laboratory Technician",1,2587,24941,4,"Yes",16,3,2,80,1,17,2,2,2,2,2,2,NA,"Referral",NA
"1194",38,0,"Travel_Frequently",148,"Research & Development",2,3,"Medical",1675,4,"Female",42,2,1,"Laboratory Technician",2,2440,23826,1,"No",22,3,2,80,0,4,3,3,4,3,3,3,NA,"Search Firm",NA
"1195",47,0,"Travel_Rarely",1225,"Sales",2,4,"Life Sciences",1676,2,"Female",47,4,4,"Manager",2,15972,21086,6,"No",14,4,3,80,3,29,2,3,3,2,1,2,1.15742666359039,"Applied Online",NA
"1196",49,0,"Travel_Rarely",809,"Research & Development",1,3,"Life Sciences",1677,3,"Male",36,3,4,"Manager",3,15379,22384,4,"No",14,1,1,80,0,23,2,3,8,7,0,0,NA,NA,NA
"1197",41,0,"Travel_Rarely",1206,"Sales",23,2,"Life Sciences",1678,4,"Male",80,3,3,"Sales Executive",3,7082,11591,3,"Yes",16,2,4,80,0,21,2,3,2,0,0,2,1.76073509353616,"Applied Online",NA
"1198",20,0,"Travel_Rarely",727,"Sales",9,1,"Life Sciences",1680,4,"Male",54,3,1,"Sales Representative",1,2728,21082,1,"No",11,3,1,80,0,2,3,3,2,2,0,2,1.0522799052485,"Applied Online",NA
"1199",33,0,"Non-Travel",530,"Sales",16,3,"Life Sciences",1681,3,"Female",36,3,2,"Sales Executive",4,5368,16130,1,"Yes",25,3,3,80,1,7,2,3,6,5,1,2,0.108202056455758,"Applied Online",NA
"1200",36,0,"Travel_Rarely",1351,"Research & Development",26,4,"Life Sciences",1682,1,"Male",80,3,2,"Healthcare Representative",3,5347,7419,6,"No",14,3,2,80,2,10,2,2,3,2,0,2,NA,"Applied Online",NA
"1201",44,0,"Travel_Rarely",528,"Human Resources",1,3,"Life Sciences",1683,3,"Female",44,3,1,"Human Resources",4,3195,4167,4,"Yes",18,4,1,80,3,8,2,3,2,2,2,2,NA,"Applied Online",NA
"1202",23,1,"Travel_Rarely",1320,"Research & Development",8,1,"Medical",1684,4,"Male",93,2,1,"Laboratory Technician",3,3989,20586,1,"Yes",11,1,1,80,0,5,2,3,5,4,1,2,NA,"Applied Online",NA
"1203",38,0,"Travel_Rarely",1495,"Research & Development",4,2,"Medical",1687,4,"Female",87,3,1,"Laboratory Technician",3,3306,26176,7,"No",19,3,4,80,1,7,5,2,0,0,0,0,NA,"Applied Online",NA
"1204",53,0,"Travel_Rarely",1395,"Research & Development",24,4,"Medical",1689,2,"Male",48,4,3,"Healthcare Representative",4,7005,3458,3,"No",15,3,3,80,0,11,2,3,4,3,1,2,NA,"Applied Online",NA
"1205",48,1,"Travel_Frequently",708,"Sales",7,2,"Medical",1691,4,"Female",95,3,1,"Sales Representative",3,2655,11740,2,"Yes",11,3,3,80,2,19,3,3,9,7,7,7,0.974838740886992,NA,NA
"1206",32,1,"Travel_Rarely",1259,"Research & Development",2,4,"Life Sciences",1692,4,"Male",95,3,1,"Laboratory Technician",2,1393,24852,1,"No",12,3,1,80,0,1,2,3,1,0,0,0,NA,"Campus","Northern"
"1207",26,0,"Non-Travel",786,"Research & Development",7,3,"Medical",1693,4,"Male",76,3,1,"Laboratory Technician",4,2570,11925,1,"No",20,3,3,80,0,7,5,3,7,7,5,7,NA,NA,NA
"1208",55,0,"Travel_Rarely",1441,"Research & Development",22,3,"Technical Degree",1694,1,"Male",94,2,1,"Research Scientist",2,3537,23737,5,"No",12,4,4,80,1,8,1,3,4,2,1,2,NA,"Search Firm",NA
"1209",34,0,"Travel_Rarely",1157,"Research & Development",5,2,"Medical",1696,2,"Male",57,2,2,"Laboratory Technician",4,3986,11912,1,"No",14,2,3,80,1,15,3,4,15,10,4,13,NA,NA,NA
"1210",60,0,"Travel_Rarely",370,"Research & Development",1,4,"Medical",1697,3,"Male",92,1,3,"Healthcare Representative",4,10883,20467,3,"No",20,3,3,80,1,19,2,4,1,0,0,0,NA,"Campus","Northern"
"1211",33,0,"Travel_Rarely",267,"Research & Development",21,3,"Medical",1698,2,"Male",79,4,1,"Laboratory Technician",2,2028,13637,1,"No",18,3,4,80,3,14,6,3,14,11,2,13,NA,NA,NA
"1212",37,0,"Travel_Frequently",1278,"Sales",1,4,"Medical",1700,3,"Male",31,1,2,"Sales Executive",4,9525,7677,1,"No",14,3,3,80,2,6,2,2,6,3,1,3,1.42394952401289,"Referral",NA
"1213",34,0,"Travel_Rarely",678,"Research & Development",19,3,"Life Sciences",1701,2,"Female",35,2,1,"Research Scientist",4,2929,20338,1,"No",12,4,2,80,0,10,3,3,10,9,8,7,NA,NA,NA
"1214",23,1,"Travel_Rarely",427,"Sales",7,3,"Life Sciences",1702,3,"Male",99,3,1,"Sales Representative",4,2275,25103,1,"Yes",21,3,2,80,1,3,2,3,3,2,0,2,0.483354792442702,"Applied Online",NA
"1215",44,0,"Travel_Rarely",921,"Research & Development",2,3,"Life Sciences",1703,3,"Female",96,4,3,"Healthcare Representative",4,7879,14810,1,"Yes",19,4,2,80,1,9,2,3,8,7,6,7,NA,NA,NA
"1216",35,0,"Travel_Frequently",146,"Research & Development",2,4,"Medical",1704,1,"Male",79,2,1,"Research Scientist",4,4930,13970,0,"Yes",14,4,3,80,0,6,2,4,5,4,1,4,NA,"Applied Online",NA
"1217",43,0,"Travel_Rarely",1179,"Sales",2,3,"Medical",1706,4,"Male",73,3,2,"Sales Executive",4,7847,6069,1,"Yes",17,2,1,80,1,10,3,3,10,9,8,8,1.18987517261144,NA,NA
"1218",24,0,"Travel_Rarely",581,"Research & Development",9,3,"Medical",1707,3,"Male",62,4,1,"Research Scientist",3,4401,17616,1,"No",16,3,4,80,1,5,1,3,5,3,0,4,NA,"Campus","Northern"
"1219",41,0,"Travel_Rarely",918,"Sales",6,3,"Marketing",1708,4,"Male",35,3,3,"Sales Executive",3,9241,15869,1,"No",12,3,2,80,0,10,3,3,10,8,8,7,0.768436685915812,NA,NA
"1220",29,0,"Travel_Rarely",1082,"Research & Development",9,4,"Medical",1709,4,"Female",43,3,1,"Laboratory Technician",3,2974,25412,9,"No",17,4,3,80,1,9,2,3,5,3,1,2,NA,"Campus","Tech"
"1221",36,0,"Travel_Rarely",530,"Sales",2,4,"Life Sciences",1710,3,"Female",51,3,2,"Sales Representative",4,4502,7439,3,"No",15,2,3,80,0,17,2,2,13,7,6,7,1.84989006103289,NA,NA
"1222",45,0,"Non-Travel",1238,"Research & Development",1,1,"Life Sciences",1712,3,"Male",74,2,3,"Healthcare Representative",3,10748,3395,3,"No",23,2,4,80,1,25,3,2,23,15,14,4,NA,NA,NA
