"role","perf","area","sex","id","age","salary","vol_leave"
"Manager",1,"Finance","Female",625,48.5911764457752,98631.9662523127,1
"Manager",3,"Marketing","Female",440,48.7628098168613,94690.3599583311,1
"Manager",3,"Finance","Female",563,49.0675120691404,104899.423863876,0
"Manager",2,"Finance","Female",1108,26.3174245487211,108165.284050015,0
"Manager",1,"Marketing","Female",1095,38.4969508588685,93000.4211085877,1
"Manager",2,"Accounting","Male",339,43.2185864101914,93117.7940319178,1
"Manager",2,"Other","Female",996,43.015579637109,86858.4029173843,0
"Manager",2,"Sales","Female",540,42.3451022838815,94923.5147015524,1
"Manager",3,"Marketing","Male",320,42.5193195987839,97680.0343385067,1
"Manager",3,"Accounting","Male",991,45.4114872338721,93713.5421271113,1
"Manager",2,"Finance","Female",190,39.5812346528424,115008.858643065,0
"Manager",1,"Marketing","Female",1046,46.9541969315173,100197.50474753,0
"Manager",2,"Accounting","Male",140,44.4602066041462,105581.114983201,0
"Manager",2,"Accounting","Male",429,35.368264707649,82888.1795276232,0
"Manager",3,"Other","Male",391,44.7287374393373,108035.177247114,0
"Manager",3,"Marketing","Female",390,41.0299251694675,86211.3484627247,1
"Manager",2,"Accounting","Male",741,36.967221108515,98614.7517563936,0
"Manager",3,"Other","Female",1060,41.1612584810183,99958.0790961797,1
"Manager",3,"Marketing","Female",228,36.5563560364846,93253.2793586279,1
"Manager",2,"Other","Female",1092,30.520124709485,92271.8744891274,1
"Manager",1,"Accounting","Female",262,44.4476721979073,109219.058331161,1
"Manager",3,"Finance","Female",663,50.5471401269605,106197.063454849,0
"Manager",2,"Marketing","Female",798,40.0285062455109,89824.0872274307,1
"Manager",3,"Other","Female",513,46.2838334240482,98884.0700191807,0
"Manager",1,"Marketing","Female",821,39.7818460812287,108074.379104597,1
"Manager",2,"Accounting","Male",765,52.6231631369932,90625.4961201355,1
"Manager",2,"Marketing","Male",259,41.2091563767028,108704.272564064,0
"Manager",3,"Accounting","Female",702,40.9977350642764,90635.7778470097,0
"Manager",3,"Sales","Female",159,45.496156654474,91872.0609831736,1
"Manager",3,"Marketing","Female",633,41.7802170649518,95093.3896112083,1
"Manager",2,"Finance","Female",420,34.821242449928,105429.277604451,0
"Manager",3,"Marketing","Male",885,43.0413980587717,107558.605907743,0
"Manager",2,"Finance","Female",676,38.903918957927,87340.1618738964,0
"Manager",2,"Marketing","Male",480,48.6230082375673,100218.828901991,0
"Manager",2,"Sales","Female",406,43.0497763845657,94670.2181061942,0
"Manager",2,"Finance","Female",191,49.3579069893565,85903.856138027,1
"Manager",2,"Marketing","Female",450,40.053445309955,97128.4271214089,1
"Manager",2,"Sales","Female",688,40.4207860006763,97044.2280216608,1
"Manager",2,"Marketing","Female",287,39.3910343282071,82620.8952282818,0
"Manager",3,"Marketing","Female",490,47.9543285212357,100611.035440518,1
"Manager",2,"Accounting","Female",1083,47.569093429201,105347.072289637,1
"Manager",2,"Accounting","Male",412,38.0674222816745,107654.262816571,1
"Manager",2,"Finance","Female",394,39.2874956613292,82037.9252123645,1
"Manager",2,"Finance","Female",562,37.7110000930069,106238.661795244,0
"Manager",2,"Finance","Female",221,33.922757526537,97942.8375169607,1
"Manager",2,"Sales","Female",877,42.366040895346,87051.0695849122,1
"Manager",2,"Sales","Female",214,50.7081268380443,117664.718579516,1
"Manager",3,"Accounting","Female",1005,39.0414070519716,95313.5243802788,0
"Manager",2,"Accounting","Female",437,48.974044303559,121234.126407654,0
"Manager",2,"Accounting","Female",278,53.2824780581064,99524.8753469893,1
"Manager",2,"Sales","Female",827,44.1891201015084,111259.141444177,1
"Manager",2,"Marketing","Male",405,46.7073826680462,107741.744473596,0
"Manager",2,"Marketing","Female",421,40.9953964466953,87371.1838369288,1
"Manager",3,"Finance","Female",690,44.9414008094478,104795.502533152,0
"Manager",2,"Marketing","Female",869,36.1971705541686,101763.272241183,0
"Manager",2,"Finance","Male",559,41.9446786494372,90261.1314519333,0
"Manager",3,"Finance","Female",374,51.6059305829107,86792.731503534,1
"Manager",2,"Marketing","Female",819,39.5293576844506,104750.899633084,0
"Manager",3,"Other","Male",414,37.5734792574181,87628.9731716566,0
"Manager",1,"Marketing","Male",453,39.7673469692084,116257.750769482,0
"Manager",3,"Other","Male",1100,41.1638378589895,109069.188382214,0
"Manager",3,"Other","Female",510,51.4324723919166,96500.7380169459,1
"Manager",2,"Accounting","Female",856,45.1852442140302,88430.5962455777,0
"Manager",2,"Accounting","Male",112,42.7679705745812,77298.7492763305,0
"Manager",2,"Accounting","Male",962,48.8363986151465,82412.4402052762,1
"Manager",2,"Marketing","Female",476,44.4411065615498,121749.095033124,0
"Manager",3,"Finance","Male",325,43.8836985934566,107015.053318004,1
"Manager",3,"Accounting","Male",1044,37.2803157901251,121054.538147956,1
"Manager",3,"Sales","Female",438,46.2400981055597,83381.6101900431,1
"Manager",3,"Sales","Male",226,47.4387783426782,112965.699742905,0
"Manager",1,"Sales","Male",466,39.9295869589681,101186.113346359,0
"Manager",2,"Accounting","Male",352,30.5753497122382,116850.447040568,0
"Manager",3,"Marketing","Female",514,39.2080556524782,105700.995320261,0
"Manager",3,"Accounting","Male",973,41.9587596672453,104296.643219482,0
"Manager",2,"Finance","Male",186,33.1575198562354,102525.544569554,0
"Manager",2,"Sales","Female",121,36.4437539869355,102399.965749958,1
"Manager",2,"Sales","Female",611,36.7331617952922,102150.11012343,1
"Manager",2,"Other","Female",243,44.2649500208462,93853.0544073766,0
"Manager",2,"Other","Female",122,47.4832876597799,106553.612343333,1
"Manager",2,"Marketing","Female",409,49.3432732031027,94512.0286113998,1
"Manager",2,"Sales","Male",146,43.6389300778524,98730.1883244651,1
"Manager",2,"Marketing","Female",1101,38.1638454763693,104156.867449648,0
"Manager",3,"Other","Female",451,43.6319642977627,105913.553591223,1
"Manager",2,"Sales","Male",318,44.2081160460693,91096.960022437,0
"Manager",1,"Sales","Male",497,50.1295146967509,108973.01706813,1
"Manager",2,"Marketing","Male",357,52.131506895279,97658.9055677234,1
"Manager",2,"Marketing","Female",1023,50.4602459912277,100153.716529933,0
"Manager",2,"Marketing","Male",844,38.5649333746835,103527.234051928,0
"Manager",3,"Marketing","Female",175,44.3738935303866,96548.4398888892,0
"Manager",3,"Finance","Male",795,44.4309143426988,103882.476300928,0
"Manager",2,"Marketing","Male",726,39.6901097664906,109527.621522257,0
"Manager",3,"Finance","Male",312,37.7477090443152,89671.1131847804,1
"Manager",2,"Other","Male",482,51.6713980851404,110156.781274487,0
"Manager",2,"Marketing","Male",418,47.6594900197903,93977.2087348294,0
"Manager",3,"Marketing","Male",407,38.4393603732317,97211.4922358237,0
"Manager",2,"Finance","Male",762,39.9748147042917,85828.4396017055,0
"Manager",2,"Finance","Male",1082,57.049518391247,87433.9213309784,1
"Manager",2,"Accounting","Female",970,38.6409875301387,103631.25963219,1
"Manager",2,"Marketing","Female",792,41.8117434546037,106716.611883663,1
"Manager",2,"Marketing","Male",373,29.5022000603268,90676.1197513746,0
"Manager",2,"Finance","Female",417,40.3864067336443,88258.2375225778,0
"Manager",3,"Sales","Female",593,40.25975391293,96210.2531353612,1
"Manager",2,"Other","Female",467,46.0932800092119,105509.610354781,1
"Manager",3,"Finance","Female",1024,39.3433481799895,97939.632502114,0
"Manager",2,"Accounting","Female",938,40.0126198108071,89478.8690519047,1
"Manager",2,"Sales","Female",233,46.3327623549054,120844.389374992,1
"Manager",2,"Other","Female",231,40.2352810502513,85410.791758272,0
"Manager",3,"Sales","Male",506,29.8094600867935,118612.909907252,1
"Manager",2,"Marketing","Male",381,43.1881564051433,102661.234341872,0
"Manager",3,"Marketing","Female",1088,36.4484332868099,104503.236380704,0
"Manager",3,"Finance","Male",836,40.8046366563779,110558.615995424,0
"Manager",2,"Accounting","Male",238,49.9154694619373,103408.982042304,0
"Manager",3,"Other","Female",1090,44.2789776051054,100807.422490961,1
"Manager",2,"Accounting","Male",1016,45.0533543185314,87731.3844653476,0
"Manager",2,"Accounting","Female",422,41.7138042503673,121334.217728196,0
"Manager",2,"Marketing","Female",930,43.2836589361585,99291.548110662,1
"Manager",1,"Finance","Male",879,47.0520504864348,92258.0895621461,0
"Manager",2,"Sales","Female",244,35.6994474960528,97878.421369303,1
"Manager",2,"Finance","Female",656,51.6834157924557,92804.7985414741,1
"Manager",2,"Other","Male",917,45.8732508653274,94099.851114864,0
"Manager",3,"Marketing","Male",914,47.5033599414842,85058.8912115756,1
"Manager",2,"Sales","Female",1018,31.9908762410869,109273.545368505,1
"Manager",2,"Sales","Male",113,41.6585943401281,102600.617899867,0
"Manager",3,"Finance","Male",139,40.4884401748806,97465.3681887539,1
"Manager",2,"Sales","Female",536,34.6091182746011,126895.613854801,1
"Manager",1,"Sales","Female",229,42.7905393568882,93409.323014778,1
"Manager",2,"Accounting","Male",705,31.7249078696244,102247.374697316,0
"Manager",3,"Sales","Female",659,50.8040990122857,95810.0005853929,1
"Manager",3,"Finance","Male",448,44.6864553818209,85669.1320612049,0
"Manager",2,"Other","Male",915,34.8670015271565,97810.4340563366,0
"Manager",2,"Sales","Female",904,39.1635700971704,100435.364197444,0
"Manager",2,"Sales","Male",1089,44.6652980028437,92012.4821655815,0
"Manager",2,"Accounting","Male",629,46.9466242636577,94347.1382017381,0
"Manager",2,"Sales","Male",852,49.3012284214449,115658.611675278,0
"Manager",2,"Marketing","Male",849,41.9194821528726,88093.3608784648,0
"Manager",3,"Marketing","Male",812,43.8726769200254,101383.26962036,1
"Manager",2,"Marketing","Female",912,38.7573193971952,98839.6257555991,1
"Manager",2,"Finance","Male",884,37.9119097104639,78750.5364123072,1
"Manager",3,"Other","Female",873,43.4769348975285,93628.4755530036,1
"Manager",2,"Sales","Female",552,46.9953819659756,104700.575337935,0
"Manager",2,"Other","Female",425,36.1499004410834,113161.714557877,0
"Manager",2,"Marketing","Male",133,40.1293014428097,103528.309653344,0
"Manager",2,"Sales","Male",862,43.0885708496951,96992.8669319508,1
"Manager",3,"Finance","Female",1065,38.3684700121093,102107.994114234,1
"Manager",3,"Marketing","Female",518,41.3758685173496,118778.58548582,1
"Manager",2,"Accounting","Female",578,45.302416456025,103602.283472082,0
"Manager",2,"Accounting","Female",253,56.5959944567761,81470.8948997153,1
"Manager",3,"Accounting","Male",1010,42.2108187847282,107479.00175217,0
"Manager",2,"Marketing","Female",719,40.1752373792621,92095.4775004697,0
"Manager",1,"Other","Male",594,39.4689670267917,107931.096906829,0
"Manager",2,"Other","Male",297,47.4612228049274,73609.8456370749,0
"Manager",2,"Sales","Male",1070,44.4810089116212,104337.852582324,0
"Manager",2,"Marketing","Female",723,46.9097025215408,87696.8859076159,1
"Manager",2,"Sales","Female",1011,49.0413203483775,75092.9371156132,1
"Manager",3,"Sales","Female",404,37.0694371925119,92185.7324633323,1
"Manager",2,"Other","Female",281,37.9345816835608,104292.125393846,1
"Manager",2,"Other","Female",968,32.5747152360703,100272.313145915,0
"Manager",2,"Sales","Male",347,49.1035405542391,95813.9170979067,1
"Manager",2,"Finance","Male",180,48.8917260947933,94726.1551112696,1
"Manager",2,"Marketing","Female",1096,45.6581130746386,106803.436624251,0
"Manager",3,"Other","Female",282,43.3587315695793,99683.1065818141,0
"Manager",2,"Accounting","Female",266,41.1585023962989,95006.2678257474,0
"Manager",2,"Other","Female",408,47.2635330997827,103248.350045434,1
"Manager",2,"Sales","Male",779,46.7505037289279,84945.1671804529,0
"Manager",3,"Sales","Male",881,42.0705804548346,91432.3690397503,1
"Manager",2,"Sales","Male",1001,50.6662517378463,78707.6805937203,1
"Manager",3,"Other","Female",290,42.639750295809,105822.210852406,0
"Manager",2,"Finance","Male",423,50.5007855700921,114474.15711721,0
"Manager",3,"Finance","Female",1052,43.847187436691,104722.110393784,0
"Manager",2,"Sales","Male",403,50.2145945791676,95732.2876429386,1
"Manager",2,"Accounting","Female",1004,50.5545713976113,93581.9168224577,0
"Manager",3,"Marketing","Female",621,52.6539442743177,85913.9393233473,1
"Manager",2,"Accounting","Female",314,40.337889548193,92064.1530096016,0
"Manager",1,"Marketing","Male",744,44.0895229218968,87819.9111480959,1
"Manager",2,"Marketing","Female",585,46.6282134652492,102680.393190463,0
"Manager",3,"Other","Female",988,38.3843448019948,90651.5353851733,1
"Manager",2,"Sales","Female",462,41.6493749983651,111294.040532842,1
"Manager",2,"Marketing","Female",750,44.6792650808268,117768.212402583,0
"Manager",2,"Finance","Female",495,42.7341963728469,112655.792609722,0
"Manager",3,"Finance","Female",369,35.817289765884,116215.193636373,0
"Manager",2,"Sales","Female",1078,39.103304589992,94346.581835619,1
"Manager",2,"Accounting","Male",838,40.5035680291693,118907.484088271,0
"Manager",2,"Sales","Female",468,48.8189614207228,95537.8196541116,1
"Manager",2,"Other","Female",428,47.977068114875,97124.9445194773,1
"Manager",3,"Other","Male",732,41.6953941634892,111039.038465897,0
"Manager",3,"Other","Female",673,43.2997380599587,108259.525563517,0
"Manager",2,"Accounting","Female",416,44.6738583312673,99700.1346377889,0
"Manager",2,"Accounting","Female",293,41.0901983919623,113590.181096515,0
"Manager",2,"Marketing","Female",886,41.272381993412,110203.554976754,0
"Manager",2,"Other","Female",152,40.4626908052602,99030.7412596791,0
"Manager",2,"Sales","Male",136,54.8257732092073,105568.266055638,1
"Manager",2,"Sales","Male",667,46.8376668693182,88375.2897314729,0
"Manager",2,"Sales","Male",666,30.3491467888213,97622.8516640606,1
"Manager",1,"Marketing","Female",854,42.4202471038673,100598.258908083,0
"Manager",3,"Accounting","Male",974,41.9999409968673,95811.3275937407,1
"Manager",3,"Accounting","Female",1068,34.4524039524168,113281.140552776,1
"Manager",2,"Other","Male",748,37.851201796981,83285.0179196676,0
"Manager",2,"Marketing","Female",285,42.1237704326123,97407.2345986865,0
"Manager",2,"Accounting","Male",816,38.2953055663826,97501.6715890413,0
"Manager",2,"Accounting","Male",730,41.5867854318679,96395.0911766244,0
"Manager",2,"Sales","Female",851,35.6063001994883,107148.818025634,1
"Manager",3,"Sales","Male",199,48.5467077481202,97895.2296699656,1
"Manager",2,"Marketing","Female",167,49.5626778049424,94897.3070333539,1
"Manager",2,"Sales","Female",372,40.4189880129522,96002.4857153162,0
"Manager",2,"Finance","Female",1006,41.5317155285746,103946.506968765,1
"Manager",2,"Marketing","Female",1020,47.7270363472626,119058.9751779,0
"Manager",2,"Other","Male",760,44.846264915851,117266.663721901,0
"Manager",3,"Marketing","Female",942,41.5199367375217,94735.2718805897,1
"Manager",3,"Marketing","Male",187,41.7588561967356,95030.2303601769,1
"Manager",3,"Other","Male",567,46.0556111340126,108234.637046854,1
"Manager",2,"Accounting","Male",179,40.7580123128803,110352.734418543,0
"Manager",2,"Accounting","Male",1111,41.4001881259608,93364.0615703335,0
"Manager",3,"Sales","Female",1069,47.9101303684766,99876.4872458983,0
"Manager",2,"Accounting","Female",317,43.7684542638732,98518.6865256143,0
"Manager",2,"Finance","Male",1041,48.1576007449139,115693.402240185,0
"Manager",2,"Finance","Female",370,45.5302245913742,86802.2140124579,1
"Manager",3,"Marketing","Female",909,47.3370981268797,104248.635231926,1
"Manager",3,"Finance","Male",1085,34.2393274323038,86976.4649985254,1
"Manager",2,"Sales","Male",570,49.9173305330529,102390.336624299,0
"Manager",3,"Accounting","Female",608,36.7370483581235,122313.062312132,1
"Manager",3,"Other","Male",239,34.4948664850621,100104.124824123,0
"Manager",2,"Sales","Female",147,45.7363928288886,112005.994181431,1
"Manager",2,"Finance","Female",205,49.4968766761876,112886.317650776,1
"Manager",1,"Sales","Female",931,43.0340822450052,102783.725566822,1
"Manager",2,"Marketing","Female",433,47.6864682624379,117592.201804025,1
"Manager",2,"Finance","Male",740,42.4238455282675,114394.637608071,0
"Manager",2,"Sales","Male",163,44.4439979372138,100090.546191761,0
"Manager",2,"Other","Female",717,40.9795045882995,109571.227160996,0
"Manager",2,"Marketing","Male",1106,40.1236820826078,101150.352201987,0
"Manager",2,"Accounting","Female",249,40.9761427376693,86742.9752253365,1
"Manager",3,"Sales","Male",509,35.3514086035573,101206.420614996,1
"Manager",3,"Finance","Female",794,45.7113568218933,99702.4017913608,0
"Manager",2,"Marketing","Female",803,33.5582285200425,103664.878293739,0
"Manager",2,"Accounting","Female",868,49.8346599841713,92262.6080142914,1
"Manager",2,"Finance","Female",164,44.3477854533818,104629.213751987,1
"Manager",2,"Sales","Male",385,33.5803117901,99001.2267449133,0
"Manager",3,"Sales","Female",888,32.7882342908256,95968.0974126995,1
"Manager",3,"Sales","Female",772,32.7082875431876,96656.5207847356,1
"Manager",3,"Marketing","Female",647,44.6736201278081,95726.2200701481,1
"Manager",2,"Other","Female",724,40.7091791572459,90076.7479263697,1
"Manager",1,"Sales","Male",775,47.8768587765728,116521.850121997,1
"Manager",3,"Accounting","Female",345,47.1884053453477,93822.6579474585,0
"Manager",2,"Other","Male",916,44.8055764200168,79653.6177477452,0
"Manager",3,"Other","Female",1097,33.2527731113806,82144.5657467332,1
"Manager",2,"Other","Female",247,40.6812081429903,84611.4494759074,1
"Manager",1,"Finance","Male",683,48.1559321638859,110712.728331267,0
"Manager",2,"Sales","Male",964,38.9504534506684,103163.878785314,0
"Manager",2,"Accounting","Female",961,31.375857181229,116168.275700582,0
"Manager",2,"Marketing","Male",1003,41.3131383663635,84263.6318680726,1
"Manager",3,"Other","Male",319,40.0880045216782,102010.210960486,0
"Manager",1,"Finance","Male",444,43.6014475493833,97282.2238377903,1
"Manager",2,"Finance","Female",568,38.3211447256878,99617.0498854619,0
"Manager",2,"Sales","Female",787,37.83805543692,91869.9950687466,1
"Manager",3,"Finance","Female",737,47.863671959496,86160.0854714019,1
"Manager",2,"Accounting","Male",584,42.6366018591135,91537.8442293594,0
"Manager",1,"Sales","Male",424,49.3930488662532,106967.357118816,0
"Manager",1,"Other","Female",924,45.0559558853298,104879.918188046,0
"Manager",3,"Sales","Female",303,56.935107834733,103525.781827313,1
"Manager",2,"Other","Female",623,45.9511866645877,93199.2748775896,1
"Manager",3,"Marketing","Female",830,37.4526555193618,84872.7452326709,0
"Manager",2,"Sales","Female",671,50.8362152804384,96707.3345339137,1
"Manager",2,"Other","Male",1054,40.7092977007176,130229.032823773,0
"Manager",1,"Other","Male",711,44.0514451103772,97680.2005993942,0
"Manager",2,"Other","Male",207,37.5685676117971,114268.213436528,1
"Manager",2,"Accounting","Female",1098,36.7175333186507,100759.61520086,1
"Manager",3,"Accounting","Male",801,48.2640305724106,99377.1156197737,0
"Manager",3,"Accounting","Female",129,44.1970933239024,102170.136206167,1
"Manager",2,"Sales","Male",256,49.5865933160084,111419.426030448,0
"Manager",3,"Other","Male",545,40.0149348789926,86988.2629863966,0
"Manager",2,"Other","Female",758,42.1422702851631,93071.8987072678,0
"Manager",2,"Other","Male",698,38.876671447225,92659.4579662554,0
"Manager",2,"Sales","Female",439,40.2876638809567,112046.670986327,1
"Manager",2,"Marketing","Female",1086,51.6836051827474,101000.736753339,0
"Manager",2,"Accounting","Female",743,40.5416359089688,103973.582207683,1
"Manager",2,"Finance","Female",591,50.4288781409073,98327.0562016397,0
"Manager",3,"Marketing","Female",481,41.7847843622382,102638.091380839,1
"Manager",2,"Marketing","Female",847,43.1396110710534,108897.319925215,0
"Manager",2,"Accounting","Female",867,41.2312687350188,108841.429120047,0
"Manager",2,"Finance","Male",181,48.7522948098555,83846.6468341855,0
"Manager",2,"Marketing","Female",486,47.2884099358676,112107.06510743,0
"Manager",3,"Other","Female",1013,41.2102722181779,107243.696234887,1
"Manager",2,"Finance","Male",177,46.3623603683361,103073.853593107,0
"Manager",3,"Marketing","Male",706,47.7945021416524,115227.275448143,0
"Manager",3,"Sales","Male",635,41.1645465165545,104240.920003852,0
"Manager",2,"Other","Female",1015,50.0723025141847,90129.9454362742,0
"Manager",3,"Other","Male",841,39.9955242365824,81049.2971130291,0
"Manager",1,"Finance","Female",419,44.2912614961868,99961.705441982,1
"Manager",2,"Other","Male",960,44.355847670304,111069.148855476,0
"Manager",2,"Sales","Female",452,58.2550725393088,105764.377599685,1
"Manager",2,"Other","Female",898,45.7488377207922,99796.1796254592,1
"Manager",3,"Accounting","Male",131,46.5009164697661,108416.634839474,0
"Manager",3,"Marketing","Female",700,42.7861121453717,96418.0586350968,1
"Manager",2,"Finance","Female",222,38.3375803105723,98068.8295596921,0
"Manager",2,"Finance","Female",245,37.0717389066059,108196.224346744,0
"Manager",3,"Marketing","Male",441,50.9816296254955,99183.9129025826,0
"Manager",3,"Sales","Female",829,37.496175030853,114162.889227606,1
"Manager",2,"Finance","Male",923,44.8581580240122,88888.8131690467,0
"Manager",2,"Accounting","Female",768,49.0684613670001,99978.5598804075,0
"Manager",2,"Sales","Female",342,41.9159703690665,90900.506132906,1
"Manager",2,"Finance","Female",848,43.9938419348273,94399.7762753591,1
"Manager",2,"Marketing","Male",691,42.2996300544698,97111.3512857367,0
"Manager",2,"Sales","Female",833,42.0566131501885,103431.450655363,0
"Manager",3,"Sales","Female",834,36.0860444864787,94464.6124592814,1
"Manager",3,"Marketing","Female",875,39.4543234302058,114033.179060088,0
"Manager",1,"Sales","Female",891,37.2363592567508,100394.238673076,1
"Manager",2,"Finance","Female",499,42.3101930691271,119426.624267034,1
"Manager",3,"Finance","Male",932,45.0465285213964,100218.300045953,0
"Manager",2,"Other","Female",434,46.6545949398955,106296.450370774,0
"Manager",2,"Sales","Female",837,41.5580228908699,97194.2649194449,1
"Manager",2,"Accounting","Female",1022,45.3313549695497,114814.502864505,0
"Manager",2,"Sales","Female",845,38.2258326998912,100346.557360673,1
"Manager",3,"Other","Female",687,35.7729509764774,119199.626550969,1
"Manager",2,"Sales","Male",701,44.6877882866514,112941.345068992,1
"Manager",2,"Sales","Male",1029,42.8399400897133,104162.38622518,0
"Manager",2,"Sales","Female",604,28.4355748745774,113657.4925483,0
"Manager",2,"Accounting","Male",889,38.6588986367364,80354.5346494667,0
"Manager",2,"Other","Male",987,48.9906611835659,87439.4077009238,0
"Manager",2,"Marketing","Female",645,38.5529224137353,89249.3109494737,0
"Manager",2,"Sales","Male",672,36.2650697391767,109749.919907943,0
"Manager",2,"Marketing","Female",769,41.024545414498,105067.948894438,0
"Manager",3,"Finance","Male",128,39.4145428303411,104452.204327992,0
"Manager",3,"Sales","Female",488,40.2779816111086,88457.3915213559,1
"Manager",2,"Other","Female",810,37.7472510759626,103160.867761138,0
"Manager",2,"Other","Male",264,41.5341861909649,110887.7684173,0
"Manager",3,"Sales","Female",492,48.1432730395266,120957.224862978,0
"Manager",1,"Sales","Female",1034,44.3576737770295,109132.503710569,0
"Manager",1,"Accounting","Female",895,47.7497463660916,111810.05721956,1
"Manager",2,"Marketing","Female",897,38.7584635353855,89495.2144947878,1
"Manager",1,"Sales","Male",1103,42.7463469648457,87558.2908911833,0
"Manager",2,"Sales","Female",496,40.9350681724853,108558.161583776,1
"Manager",3,"Marketing","Female",1026,36.8815853735548,90183.0717265501,1
"Manager",1,"Accounting","Male",236,47.1421099863839,108425.521010945,0
"Manager",3,"Finance","Female",1055,36.0545481323027,96158.4416701714,0
"Manager",1,"Accounting","Female",981,50.3363901047662,115118.919520489,0
"Manager",3,"Sales","Female",501,38.0727996562017,80358.7919263527,0
"Manager",2,"Finance","Female",602,40.8807209212676,99779.932868541,1
"Manager",2,"Accounting","Male",876,39.1729724882239,97773.2712869444,0
"Manager",2,"Sales","Female",747,39.9117629788999,84841.6851073946,1
"Manager",2,"Finance","Male",1084,35.7127178742737,87764.5320842713,0
"Manager",3,"Sales","Male",1057,42.9540269029408,99904.0033742608,1
"Manager",2,"Finance","Female",535,49.2322274646287,80379.4816113473,0
"Manager",2,"Finance","Female",865,39.2361407388348,109831.543396499,0
"Manager",1,"Finance","Male",449,40.0409398310562,80363.6426387369,0
"Manager",2,"Other","Male",652,41.6905422612585,83459.6788226295,0
"Manager",1,"Marketing","Male",185,39.9487494186119,100532.533197855,0
"Manager",1,"Accounting","Female",263,46.7860123327566,99685.1434885383,0
"Manager",2,"Other","Male",1019,47.3113591509846,119125.523318957,0
"Manager",2,"Sales","Female",311,49.0476355948532,83039.688135922,1
"Manager",2,"Accounting","Male",153,44.2223714879089,104252.046433943,1
"Manager",2,"Other","Female",1079,48.6118320224658,90165.1127684212,0
"Manager",2,"Other","Male",661,48.1807228948154,109137.044871549,0
"Manager",2,"Marketing","Female",558,39.4148137305392,93005.2911171765,1
"Manager",2,"Accounting","Female",457,48.7970159180391,107740.879552262,0
"Manager",2,"Marketing","Male",261,37.1901614993497,101263.30099931,0
"Manager",2,"Other","Male",780,46.4303050546352,99353.1508292153,1
"Manager",2,"Other","Female",360,36.0025642624058,105657.55065274,0
"Manager",2,"Finance","Male",130,38.1887861075858,96172.8434002775,0
"Manager",2,"Marketing","Male",749,50.1192910217976,84792.4155413745,1
"Manager",2,"Accounting","Female",989,43.4730155023806,98085.4691384183,1
"Manager",2,"Finance","Male",861,44.4504862353058,100698.7808554,0
"Manager",3,"Sales","Male",349,42.6026688543633,102860.382404022,0
"Manager",2,"Sales","Female",892,53.9011376236169,104633.135644186,1
"Manager",3,"Finance","Female",193,52.6077805705102,96255.2700481083,0
"Manager",1,"Accounting","Female",280,44.2480152119361,101842.378823155,1
"Manager",2,"Finance","Female",195,36.7585375982204,90581.0776250062,1
"Manager",2,"Marketing","Female",776,43.0323615083664,121948.686835659,0
"Manager",3,"Marketing","Male",397,39.9022069441501,113441.436103688,0
"Manager",2,"Sales","Male",477,35.252499794365,101978.57802589,0
"Manager",3,"Finance","Female",197,42.3577295707727,99884.7986446444,1
"Manager",2,"Finance","Female",198,48.5384503743893,98946.6378769622,1
"Manager",1,"Marketing","Female",265,43.9099834737275,83949.9817280749,1
"Manager",3,"Sales","Female",783,38.3559340766721,98160.4413764897,1
"Manager",2,"Other","Male",316,47.5738541158436,109464.049176454,0
"Manager",1,"Marketing","Female",392,51.2752485973682,112444.230697453,0
"Manager",1,"Other","Male",132,51.0765719772006,104654.915019899,0
"Manager",2,"Other","Male",1048,36.2336454290448,100215.56572703,0
"Manager",2,"Finance","Male",547,46.4613520355148,101547.001990429,0
"Manager",3,"Sales","Female",908,37.0666489586845,95568.1910275949,1
"Manager",2,"Sales","Male",368,47.1120364077772,106547.581017652,0
"Manager",3,"Sales","Female",184,45.8701115172485,96125.0128099854,0
"Manager",2,"Sales","Female",183,42.1528927870237,99053.5867048188,1
"Manager",3,"Other","Male",815,38.5238743318587,91147.6714558352,0
"Manager",1,"Sales","Female",731,50.3399106536705,106724.018333044,1
"Manager",1,"Marketing","Male",588,44.1038619249708,96700.416605147,0
"Manager",2,"Finance","Female",941,40.5607154316096,112128.886016279,0
"Manager",2,"Accounting","Female",975,38.8935191570636,96599.9254284811,1
"Manager",3,"Other","Female",878,39.59165021366,104495.691926739,0
"Manager",2,"Finance","Male",525,45.3077335986625,98188.7490930531,0
"Manager",3,"Other","Female",516,45.4827260853907,101141.838943097,1
"Manager",1,"Sales","Male",483,45.5917550307483,93094.6471774791,1
"Manager",3,"Sales","Male",1109,45.815484380147,119003.076859485,0
"Manager",3,"Other","Male",212,41.5883026717247,99140.7875770027,0
"Manager",2,"Accounting","Female",498,46.5732658334689,95980.1797243234,0
"Manager",2,"Marketing","Female",115,35.9156264444194,80849.745939675,1
"Manager",2,"Marketing","Female",601,43.0997124147216,78028.778504197,1
"Manager",2,"Sales","Female",321,49.0842961821991,96675.0882442221,1
"Manager",2,"Finance","Male",291,50.5975876242598,95377.7792334762,1
"Manager",2,"Sales","Male",267,45.0068729431697,91364.4164546262,1
"Manager",2,"Other","Female",524,40.0664096311958,104393.526077878,0
"Manager",2,"Accounting","Male",814,41.1879250562308,96765.6135954963,0
"Manager",2,"Marketing","Male",793,38.118154790842,91567.9252588528,0
"Manager",2,"Sales","Female",811,41.2704642790878,119426.892786133,1
