"","Age","Attrition","BusinessTravel","DailyRate","Department","DistanceFromHome","Education","EducationField","EmployeeNumber","EnvironmentSatisfaction","Gender","HourlyRate","JobInvolvement","JobLevel","JobRole","JobSatisfaction","MonthlyIncome","MonthlyRate","NumCompaniesWorked","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StandardHours","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","SalesRating","RandNum","HireSource"
"1135",35,0,"Travel_Rarely",1349,"Research & Development",7,2,"Life Sciences",1601,3,"Male",63,2,1,"Laboratory Technician",4,2690,7713,1,"No",18,1,4,80,1,1,5,2,1,0,0,1,NA,0.285052932566032,"Applied Online"
"1136",46,0,"Travel_Rarely",563,"Sales",1,4,"Life Sciences",1602,4,"Male",56,4,4,"Manager",1,17567,3156,1,"No",15,4,2,80,0,27,5,1,26,0,0,12,2.12735351663766,NA,NA
"1137",28,1,"Travel_Rarely",329,"Research & Development",24,3,"Medical",1604,3,"Male",51,3,1,"Laboratory Technician",2,2408,7324,1,"Yes",17,3,3,80,3,1,3,3,1,1,0,0,NA,0.875329083763063,"Campus"
"1138",22,0,"Non-Travel",457,"Research & Development",26,2,"Other",1605,2,"Female",85,2,1,"Research Scientist",3,2814,10293,1,"Yes",14,3,2,80,0,4,2,2,4,2,1,3,NA,0.877815781161189,"Campus"
"1139",50,0,"Travel_Frequently",1234,"Research & Development",20,5,"Medical",1606,2,"Male",41,3,4,"Healthcare Representative",3,11245,20689,2,"Yes",15,3,3,80,1,32,3,3,30,8,12,13,NA,NA,NA
"1140",32,0,"Travel_Rarely",634,"Research & Development",5,4,"Other",1607,2,"Female",35,4,1,"Research Scientist",4,3312,18783,3,"No",17,3,4,80,2,6,3,3,3,2,0,2,NA,0.495172558352351,"Referral"
"1141",44,0,"Travel_Rarely",1313,"Research & Development",7,3,"Medical",1608,2,"Female",31,3,5,"Research Director",4,19049,3549,0,"Yes",14,2,4,80,1,23,4,2,22,7,1,10,NA,NA,NA
"1142",30,0,"Travel_Rarely",241,"Research & Development",7,3,"Medical",1609,2,"Male",48,2,1,"Research Scientist",2,2141,5348,1,"No",12,2,2,80,1,6,3,2,6,4,1,1,NA,0.405017776414752,"Referral"
"1143",45,0,"Travel_Rarely",1015,"Research & Development",5,5,"Medical",1611,3,"Female",50,1,2,"Laboratory Technician",1,5769,23447,1,"Yes",14,3,1,80,0,10,3,3,10,7,1,4,NA,NA,NA
"1144",45,0,"Non-Travel",336,"Sales",26,3,"Marketing",1612,1,"Male",52,2,2,"Sales Executive",1,4385,24162,1,"No",15,3,1,80,1,10,2,3,10,7,4,5,1.06967123433352,NA,NA
"1145",31,0,"Travel_Frequently",715,"Sales",2,4,"Other",1613,4,"Male",54,3,2,"Sales Executive",1,5332,21602,7,"No",13,4,4,80,0,10,3,3,5,2,0,3,0.988988543205032,0.730588644044474,"Campus"
"1146",36,0,"Travel_Rarely",559,"Research & Development",12,4,"Life Sciences",1614,3,"Female",76,3,2,"Manufacturing Director",3,4663,12421,9,"Yes",12,3,2,80,2,7,2,3,3,2,1,1,NA,0.0509500547777861,"Applied Online"
"1147",34,0,"Travel_Frequently",426,"Research & Development",10,4,"Life Sciences",1615,3,"Male",42,4,2,"Manufacturing Director",4,4724,17000,1,"No",13,3,1,80,1,9,3,3,9,7,7,2,NA,NA,NA
"1148",49,0,"Travel_Rarely",722,"Research & Development",25,4,"Life Sciences",1617,3,"Female",84,3,1,"Laboratory Technician",1,3211,22102,1,"No",14,4,4,80,1,10,3,2,9,6,1,4,NA,NA,NA
"1149",39,0,"Travel_Rarely",1387,"Research & Development",10,5,"Medical",1618,2,"Male",76,3,2,"Manufacturing Director",1,5377,3835,2,"No",13,2,4,80,3,10,3,3,7,7,7,7,NA,NA,NA
"1150",27,0,"Travel_Rarely",1302,"Research & Development",19,3,"Other",1619,4,"Male",67,2,1,"Laboratory Technician",1,4066,16290,1,"No",11,2,1,80,2,7,3,3,7,7,0,7,NA,NA,NA
"1151",35,0,"Travel_Rarely",819,"Research & Development",18,5,"Life Sciences",1621,2,"Male",48,4,2,"Research Scientist",1,5208,26312,1,"No",11,3,4,80,0,16,2,3,16,15,1,10,NA,NA,NA
"1152",28,0,"Travel_Rarely",580,"Research & Development",27,3,"Medical",1622,2,"Female",39,1,2,"Manufacturing Director",1,4877,20460,0,"No",21,2,2,80,1,6,5,2,5,3,0,0,NA,0.883809915976599,"Search Firm"
"1153",21,0,"Travel_Rarely",546,"Research & Development",5,1,"Medical",1623,3,"Male",97,3,1,"Research Scientist",4,3117,26009,1,"No",18,3,3,80,0,3,2,3,2,2,2,2,NA,0.17235036380589,"Applied Online"
"1154",18,1,"Travel_Frequently",544,"Sales",3,2,"Medical",1624,2,"Female",70,3,1,"Sales Representative",4,1569,18420,1,"Yes",12,3,3,80,0,0,2,4,0,0,0,0,1.18822760545797,0.464875099482015,"Referral"
"1155",47,0,"Travel_Rarely",1176,"Human Resources",26,4,"Life Sciences",1625,4,"Female",98,3,5,"Manager",3,19658,5220,3,"No",11,3,3,80,1,27,2,3,5,2,1,0,NA,0.933766802540049,"Referral"
"1156",39,0,"Travel_Rarely",170,"Research & Development",3,2,"Medical",1627,3,"Male",76,2,2,"Laboratory Technician",3,3069,10302,0,"No",15,3,4,80,1,11,3,3,10,8,0,7,NA,NA,NA
"1157",40,0,"Travel_Rarely",884,"Research & Development",15,3,"Life Sciences",1628,1,"Female",80,2,3,"Manufacturing Director",3,10435,25800,1,"No",13,3,4,80,2,18,2,3,18,15,14,12,NA,NA,NA
"1158",35,0,"Non-Travel",208,"Research & Development",8,4,"Life Sciences",1630,3,"Female",52,3,2,"Healthcare Representative",3,4148,12250,1,"No",12,3,4,80,1,15,5,3,14,11,2,9,NA,NA,NA
"1159",37,0,"Travel_Rarely",671,"Research & Development",19,3,"Life Sciences",1631,3,"Male",85,3,2,"Manufacturing Director",3,5768,26493,3,"No",17,3,1,80,3,9,2,2,4,3,0,2,NA,0.36446164152585,"Applied Online"
"1160",39,0,"Travel_Frequently",711,"Research & Development",4,3,"Medical",1633,1,"Female",81,3,2,"Manufacturing Director",3,5042,3140,0,"No",13,3,4,80,0,10,2,1,9,2,3,8,NA,NA,NA
"1161",45,0,"Travel_Rarely",1329,"Research & Development",2,2,"Other",1635,4,"Female",59,2,2,"Manufacturing Director",4,5770,5388,1,"No",19,3,1,80,2,10,3,3,10,7,3,9,NA,NA,NA
"1162",38,0,"Travel_Rarely",397,"Research & Development",2,2,"Medical",1638,4,"Female",54,2,3,"Manufacturing Director",3,7756,14199,3,"Yes",19,3,4,80,1,10,6,4,5,4,0,2,NA,0.393401506124064,"Applied Online"
"1163",35,1,"Travel_Rarely",737,"Sales",10,3,"Medical",1639,4,"Male",55,2,3,"Sales Executive",1,10306,21530,9,"No",17,3,3,80,0,15,3,3,13,12,6,0,1.72229371211947,NA,NA
"1164",37,0,"Travel_Rarely",1470,"Research & Development",10,3,"Medical",1640,2,"Female",71,3,1,"Research Scientist",2,3936,9953,1,"No",11,4,1,80,1,8,2,1,8,4,7,7,NA,NA,NA
"1165",40,0,"Travel_Rarely",448,"Research & Development",16,3,"Life Sciences",1641,3,"Female",84,3,3,"Manufacturing Director",4,7945,19948,6,"Yes",15,2,4,80,0,18,2,2,4,2,3,3,NA,0.779036187101156,"Campus"
"1166",44,0,"Travel_Frequently",602,"Human Resources",1,5,"Human Resources",1642,1,"Male",37,3,2,"Human Resources",4,5743,10503,4,"Yes",11,3,3,80,0,14,3,3,10,7,0,2,NA,NA,NA
"1167",48,0,"Travel_Frequently",365,"Research & Development",4,5,"Medical",1644,3,"Male",89,2,4,"Manager",4,15202,5602,2,"No",25,3,2,80,1,23,3,3,2,2,2,2,NA,0.369627353968099,"Applied Online"
"1168",35,1,"Travel_Rarely",763,"Sales",15,2,"Medical",1645,1,"Male",59,1,2,"Sales Executive",4,5440,22098,6,"Yes",14,3,4,80,2,7,2,2,2,2,2,2,1.53075829630392,0.464909683447331,"Referral"
"1169",24,0,"Travel_Frequently",567,"Research & Development",2,1,"Technical Degree",1646,1,"Female",32,3,1,"Research Scientist",4,3760,17218,1,"Yes",13,4,3,80,0,6,2,3,6,3,1,3,NA,0.196063688956201,"Applied Online"
"1170",27,0,"Travel_Rarely",486,"Research & Development",8,3,"Medical",1647,2,"Female",86,4,1,"Research Scientist",3,3517,22490,7,"No",17,2,1,80,0,5,0,3,3,2,0,2,NA,0.0845405850559473,"Applied Online"
"1171",27,0,"Travel_Frequently",591,"Research & Development",2,3,"Medical",1648,4,"Male",87,3,1,"Research Scientist",4,2580,6297,2,"No",13,3,3,80,0,6,0,2,4,2,1,2,NA,0.381100591504946,"Applied Online"
"1172",40,1,"Travel_Rarely",1329,"Research & Development",7,3,"Life Sciences",1649,1,"Male",73,3,1,"Laboratory Technician",1,2166,3339,3,"Yes",14,2,2,80,0,10,3,1,4,2,0,3,NA,0.598282050807029,"Campus"
"1173",29,0,"Travel_Rarely",469,"Sales",10,3,"Medical",1650,3,"Male",42,2,2,"Sales Executive",3,5869,23413,9,"No",11,3,3,80,0,8,2,3,5,2,1,4,1.2773245709203,0.674838867271319,"Campus"
"1174",36,0,"Travel_Rarely",711,"Research & Development",5,4,"Life Sciences",1651,2,"Female",42,3,3,"Healthcare Representative",1,8008,22792,4,"No",12,3,3,80,2,9,6,3,3,2,0,2,NA,0.230845359852538,"Applied Online"
"1175",25,0,"Travel_Frequently",772,"Research & Development",2,1,"Life Sciences",1653,4,"Male",77,4,2,"Manufacturing Director",3,5206,4973,1,"No",17,4,3,80,2,7,6,3,7,7,0,7,NA,NA,NA
"1176",39,0,"Travel_Rarely",492,"Research & Development",12,3,"Medical",1654,4,"Male",66,3,2,"Manufacturing Director",2,5295,7693,4,"No",21,3,3,80,0,7,3,3,5,4,1,0,NA,0.888619806151837,"Campus"
"1177",49,0,"Travel_Rarely",301,"Research & Development",22,4,"Other",1655,1,"Female",72,3,4,"Research Director",2,16413,3498,3,"No",16,3,2,80,2,27,2,3,4,2,1,2,NA,0.144117453368381,"Applied Online"
"1178",50,0,"Travel_Rarely",813,"Research & Development",17,5,"Life Sciences",1656,4,"Female",50,2,3,"Research Director",1,13269,21981,5,"No",15,2,3,80,3,19,3,3,14,11,1,11,NA,NA,NA
"1179",20,0,"Travel_Rarely",1141,"Sales",2,3,"Medical",1657,3,"Female",31,3,1,"Sales Representative",3,2783,13251,1,"No",19,3,1,80,0,2,3,3,2,2,2,2,1.60564119843138,0.278193394187838,"Applied Online"
"1180",34,0,"Travel_Rarely",1130,"Research & Development",3,3,"Life Sciences",1658,4,"Female",66,3,2,"Research Scientist",2,5433,19332,1,"No",12,3,3,80,1,11,2,3,11,8,7,9,NA,NA,NA
"1181",36,0,"Travel_Rarely",311,"Research & Development",7,3,"Life Sciences",1659,1,"Male",77,3,1,"Laboratory Technician",2,2013,10950,2,"No",11,2,3,80,0,15,4,3,4,3,1,3,NA,0.0216208908241242,"Applied Online"
"1182",49,0,"Travel_Rarely",465,"Research & Development",6,1,"Life Sciences",1661,3,"Female",41,2,4,"Healthcare Representative",3,13966,11652,2,"Yes",19,3,2,80,1,30,3,3,15,11,2,12,NA,NA,NA
"1183",36,0,"Non-Travel",894,"Research & Development",1,4,"Medical",1662,4,"Female",33,2,2,"Manufacturing Director",3,4374,15411,0,"No",15,3,3,80,0,4,6,3,3,2,1,2,NA,0.552818675991148,"Campus"
"1184",36,0,"Travel_Rarely",1040,"Research & Development",3,2,"Life Sciences",1664,4,"Male",79,4,2,"Healthcare Representative",1,6842,26308,6,"No",20,3,1,80,1,13,3,3,5,4,0,4,NA,0.446561677614227,"Referral"
"1185",54,0,"Travel_Rarely",584,"Research & Development",22,5,"Medical",1665,2,"Female",91,3,4,"Manager",3,17426,18685,3,"No",25,3,3,80,1,36,6,3,10,8,4,7,NA,NA,NA
"1186",43,0,"Travel_Rarely",1291,"Research & Development",15,2,"Life Sciences",1666,3,"Male",65,2,4,"Research Director",3,17603,3525,1,"No",24,3,1,80,1,14,3,3,14,10,6,11,NA,NA,NA
"1187",35,1,"Travel_Frequently",880,"Sales",12,4,"Other",1667,4,"Male",36,3,2,"Sales Executive",4,4581,10414,3,"Yes",24,3,1,80,0,13,2,4,11,9,6,7,1.22132678562616,NA,NA
"1188",38,0,"Travel_Frequently",1189,"Research & Development",1,3,"Life Sciences",1668,4,"Male",90,3,2,"Research Scientist",4,4735,9867,7,"No",15,3,4,80,2,19,4,4,13,11,2,9,NA,NA,NA
"1189",29,0,"Travel_Rarely",991,"Sales",5,3,"Medical",1669,1,"Male",43,2,2,"Sales Executive",2,4187,3356,1,"Yes",13,3,2,80,1,10,3,2,10,0,0,9,1.5430761332763,NA,NA
"1190",33,0,"Travel_Rarely",392,"Sales",2,4,"Medical",1670,4,"Male",93,3,2,"Sales Executive",4,5505,3921,1,"No",14,3,3,80,2,6,5,3,6,2,0,4,1.18037289022086,0.49843143648468,"Referral"
"1191",32,0,"Travel_Rarely",977,"Research & Development",2,3,"Medical",1671,4,"Male",45,3,2,"Research Scientist",2,5470,25518,0,"No",13,3,3,80,2,10,4,2,9,5,1,6,NA,NA,NA
"1192",31,0,"Travel_Rarely",1112,"Sales",5,4,"Life Sciences",1673,1,"Female",67,3,2,"Sales Executive",4,5476,22589,1,"No",11,3,1,80,2,10,2,3,10,0,0,2,1.05696197609878,NA,NA
"1193",49,0,"Travel_Rarely",464,"Research & Development",16,3,"Medical",1674,4,"Female",74,3,1,"Laboratory Technician",1,2587,24941,4,"Yes",16,3,2,80,1,17,2,2,2,2,2,2,NA,0.483233214356005,"Referral"
"1194",38,0,"Travel_Frequently",148,"Research & Development",2,3,"Medical",1675,4,"Female",42,2,1,"Laboratory Technician",2,2440,23826,1,"No",22,3,2,80,0,4,3,3,4,3,3,3,NA,0.95838125096634,"Referral"
"1195",47,0,"Travel_Rarely",1225,"Sales",2,4,"Life Sciences",1676,2,"Female",47,4,4,"Manager",2,15972,21086,6,"No",14,4,3,80,3,29,2,3,3,2,1,2,1.15742666359039,0.333501191344112,"Applied Online"
"1196",49,0,"Travel_Rarely",809,"Research & Development",1,3,"Life Sciences",1677,3,"Male",36,3,4,"Manager",3,15379,22384,4,"No",14,1,1,80,0,23,2,3,8,7,0,0,NA,NA,NA
"1197",41,0,"Travel_Rarely",1206,"Sales",23,2,"Life Sciences",1678,4,"Male",80,3,3,"Sales Executive",3,7082,11591,3,"Yes",16,2,4,80,0,21,2,3,2,0,0,2,1.76073509353616,0.281781894154847,"Applied Online"
"1198",20,0,"Travel_Rarely",727,"Sales",9,1,"Life Sciences",1680,4,"Male",54,3,1,"Sales Representative",1,2728,21082,1,"No",11,3,1,80,0,2,3,3,2,2,0,2,1.0522799052485,0.469332136213779,"Applied Online"
"1199",33,0,"Non-Travel",530,"Sales",16,3,"Life Sciences",1681,3,"Female",36,3,2,"Sales Executive",4,5368,16130,1,"Yes",25,3,3,80,1,7,2,3,6,5,1,2,0.108202056455758,0.179780040169135,"Applied Online"
"1200",36,0,"Travel_Rarely",1351,"Research & Development",26,4,"Life Sciences",1682,1,"Male",80,3,2,"Healthcare Representative",3,5347,7419,6,"No",14,3,2,80,2,10,2,2,3,2,0,2,NA,0.106473514344543,"Applied Online"
"1201",44,0,"Travel_Rarely",528,"Human Resources",1,3,"Life Sciences",1683,3,"Female",44,3,1,"Human Resources",4,3195,4167,4,"Yes",18,4,1,80,3,8,2,3,2,2,2,2,NA,0.328608626965433,"Applied Online"
"1202",23,1,"Travel_Rarely",1320,"Research & Development",8,1,"Medical",1684,4,"Male",93,2,1,"Laboratory Technician",3,3989,20586,1,"Yes",11,1,1,80,0,5,2,3,5,4,1,2,NA,0.533735180506483,"Applied Online"
"1203",38,0,"Travel_Rarely",1495,"Research & Development",4,2,"Medical",1687,4,"Female",87,3,1,"Laboratory Technician",3,3306,26176,7,"No",19,3,4,80,1,7,5,2,0,0,0,0,NA,0.247167786816135,"Applied Online"
"1204",53,0,"Travel_Rarely",1395,"Research & Development",24,4,"Medical",1689,2,"Male",48,4,3,"Healthcare Representative",4,7005,3458,3,"No",15,3,3,80,0,11,2,3,4,3,1,2,NA,0.125828605843708,"Applied Online"
"1205",48,1,"Travel_Frequently",708,"Sales",7,2,"Medical",1691,4,"Female",95,3,1,"Sales Representative",3,2655,11740,2,"Yes",11,3,3,80,2,19,3,3,9,7,7,7,0.974838740886992,NA,NA
"1206",32,1,"Travel_Rarely",1259,"Research & Development",2,4,"Life Sciences",1692,4,"Male",95,3,1,"Laboratory Technician",2,1393,24852,1,"No",12,3,1,80,0,1,2,3,1,0,0,0,NA,0.733182293828577,"Campus"
"1207",26,0,"Non-Travel",786,"Research & Development",7,3,"Medical",1693,4,"Male",76,3,1,"Laboratory Technician",4,2570,11925,1,"No",20,3,3,80,0,7,5,3,7,7,5,7,NA,NA,NA
"1208",55,0,"Travel_Rarely",1441,"Research & Development",22,3,"Technical Degree",1694,1,"Male",94,2,1,"Research Scientist",2,3537,23737,5,"No",12,4,4,80,1,8,1,3,4,2,1,2,NA,0.84339778800495,"Search Firm"
"1209",34,0,"Travel_Rarely",1157,"Research & Development",5,2,"Medical",1696,2,"Male",57,2,2,"Laboratory Technician",4,3986,11912,1,"No",14,2,3,80,1,15,3,4,15,10,4,13,NA,NA,NA
"1210",60,0,"Travel_Rarely",370,"Research & Development",1,4,"Medical",1697,3,"Male",92,1,3,"Healthcare Representative",4,10883,20467,3,"No",20,3,3,80,1,19,2,4,1,0,0,0,NA,0.53869353979826,"Campus"
"1211",33,0,"Travel_Rarely",267,"Research & Development",21,3,"Medical",1698,2,"Male",79,4,1,"Laboratory Technician",2,2028,13637,1,"No",18,3,4,80,3,14,6,3,14,11,2,13,NA,NA,NA
"1212",37,0,"Travel_Frequently",1278,"Sales",1,4,"Medical",1700,3,"Male",31,1,2,"Sales Executive",4,9525,7677,1,"No",14,3,3,80,2,6,2,2,6,3,1,3,1.82394952401289,0.452331227250397,"Referral"
"1213",34,0,"Travel_Rarely",678,"Research & Development",19,3,"Life Sciences",1701,2,"Female",35,2,1,"Research Scientist",4,2929,20338,1,"No",12,4,2,80,0,10,3,3,10,9,8,7,NA,NA,NA
"1214",23,1,"Travel_Rarely",427,"Sales",7,3,"Life Sciences",1702,3,"Male",99,3,1,"Sales Representative",4,2275,25103,1,"Yes",21,3,2,80,1,3,2,3,3,2,0,2,0.483354792442702,0.198648174759001,"Applied Online"
"1215",44,0,"Travel_Rarely",921,"Research & Development",2,3,"Life Sciences",1703,3,"Female",96,4,3,"Healthcare Representative",4,7879,14810,1,"Yes",19,4,2,80,1,9,2,3,8,7,6,7,NA,NA,NA
"1216",35,0,"Travel_Frequently",146,"Research & Development",2,4,"Medical",1704,1,"Male",79,2,1,"Research Scientist",4,4930,13970,0,"Yes",14,4,3,80,0,6,2,4,5,4,1,4,NA,0.081938145449385,"Applied Online"
"1217",43,0,"Travel_Rarely",1179,"Sales",2,3,"Medical",1706,4,"Male",73,3,2,"Sales Executive",4,7847,6069,1,"Yes",17,2,1,80,1,10,3,3,10,9,8,8,1.18987517261144,NA,NA
"1218",24,0,"Travel_Rarely",581,"Research & Development",9,3,"Medical",1707,3,"Male",62,4,1,"Research Scientist",3,4401,17616,1,"No",16,3,4,80,1,5,1,3,5,3,0,4,NA,0.834880355978385,"Campus"
"1219",41,0,"Travel_Rarely",918,"Sales",6,3,"Marketing",1708,4,"Male",35,3,3,"Sales Executive",3,9241,15869,1,"No",12,3,2,80,0,10,3,3,10,8,8,7,0.768436685915812,NA,NA
"1220",29,0,"Travel_Rarely",1082,"Research & Development",9,4,"Medical",1709,4,"Female",43,3,1,"Laboratory Technician",3,2974,25412,9,"No",17,4,3,80,1,9,2,3,5,3,1,2,NA,0.765819629887119,"Search Firm"
"1221",36,0,"Travel_Rarely",530,"Sales",2,4,"Life Sciences",1710,3,"Female",51,3,2,"Sales Representative",4,4502,7439,3,"No",15,2,3,80,0,17,2,2,13,7,6,7,1.84989006103289,NA,NA
"1222",45,0,"Non-Travel",1238,"Research & Development",1,1,"Life Sciences",1712,3,"Male",74,2,3,"Healthcare Representative",3,10748,3395,3,"No",23,2,4,80,1,25,3,2,23,15,14,4,NA,NA,NA
"1223",24,1,"Travel_Rarely",240,"Human Resources",22,1,"Human Resources",1714,4,"Male",58,1,1,"Human Resources",3,1555,11585,1,"No",11,3,3,80,1,1,2,3,1,0,0,0,NA,0.69864409789443,"Applied Online"
"1224",47,1,"Travel_Frequently",1093,"Sales",9,3,"Life Sciences",1716,3,"Male",82,1,4,"Sales Executive",3,12936,24164,7,"No",11,3,3,80,0,25,3,1,23,5,14,10,2.28839198684083,NA,NA
"1225",26,0,"Travel_Rarely",390,"Research & Development",17,4,"Medical",1718,4,"Male",62,1,1,"Laboratory Technician",3,2305,6217,1,"No",15,2,3,80,3,3,3,4,3,2,0,2,NA,0.63724037213251,"Campus"
"1226",45,0,"Travel_Rarely",1005,"Research & Development",28,2,"Technical Degree",1719,4,"Female",48,2,4,"Research Director",2,16704,17119,1,"No",11,4,3,80,0,21,2,3,21,6,8,6,NA,NA,NA
"1227",32,0,"Travel_Frequently",585,"Research & Development",10,3,"Life Sciences",1720,1,"Male",56,3,1,"Research Scientist",3,3433,17360,6,"No",13,2,1,80,1,10,3,2,5,2,1,3,NA,0.00399426720105112,"Applied Online"
"1228",31,0,"Travel_Rarely",741,"Research & Development",2,4,"Life Sciences",1721,2,"Male",69,3,1,"Laboratory Technician",3,3477,18103,1,"No",14,2,4,80,1,6,2,4,5,2,0,3,NA,0.405936473980546,"Referral"
"1229",41,0,"Non-Travel",552,"Human Resources",4,3,"Human Resources",1722,3,"Male",60,1,2,"Human Resources",2,6430,20794,6,"No",19,4,2,80,1,10,4,3,3,2,1,2,NA,0.121147555299103,"Applied Online"
"1230",40,0,"Travel_Rarely",369,"Research & Development",8,2,"Life Sciences",1724,2,"Female",92,3,2,"Manufacturing Director",1,6516,5041,2,"Yes",16,4,2,80,1,18,3,3,1,0,0,0,NA,0.054602128919214,"Applied Online"
"1231",24,0,"Travel_Rarely",506,"Research & Development",29,1,"Medical",1725,2,"Male",91,3,1,"Laboratory Technician",1,3907,3622,1,"No",13,2,2,80,3,6,2,4,6,2,1,2,NA,0.716107511194423,"Applied Online"
"1232",46,0,"Travel_Rarely",717,"Research & Development",13,4,"Life Sciences",1727,3,"Male",34,3,2,"Healthcare Representative",2,5562,9697,6,"No",14,3,4,80,0,19,3,3,10,7,0,9,NA,NA,NA
"1233",35,0,"Travel_Rarely",1370,"Research & Development",27,4,"Life Sciences",1728,4,"Male",49,3,2,"Manufacturing Director",3,6883,5151,2,"No",16,2,2,80,1,17,3,3,7,7,0,7,NA,NA,NA
"1234",30,0,"Travel_Rarely",793,"Research & Development",16,1,"Life Sciences",1729,2,"Male",33,3,1,"Research Scientist",4,2862,3811,1,"No",12,4,2,80,1,10,2,2,10,0,0,8,NA,NA,NA
"1235",47,0,"Non-Travel",543,"Sales",2,4,"Marketing",1731,3,"Male",87,3,2,"Sales Executive",2,4978,3536,7,"No",11,2,4,80,1,4,3,1,1,0,0,0,1.30539692659937,0.249867076054215,"Applied Online"
"1236",46,0,"Travel_Rarely",1277,"Sales",2,3,"Life Sciences",1732,3,"Male",74,3,3,"Sales Executive",4,10368,5596,4,"Yes",12,4,2,80,1,13,5,2,10,6,0,3,2.25861147250516,NA,NA
"1237",36,1,"Travel_Rarely",1456,"Sales",13,5,"Marketing",1733,2,"Male",96,2,2,"Sales Executive",1,6134,8658,5,"Yes",13,1,2,80,3,16,3,3,2,2,2,2,1.0121509367504,0.88992684148252,"Campus"
"1238",32,1,"Travel_Rarely",964,"Sales",1,2,"Life Sciences",1734,1,"Male",34,1,2,"Sales Executive",2,6735,12147,6,"No",15,2,2,80,0,10,2,3,0,0,0,0,0.933976682381807,0.578940950799733,"Campus"
"1239",23,0,"Travel_Rarely",160,"Research & Development",4,1,"Medical",1735,3,"Female",51,3,1,"Laboratory Technician",2,3295,12862,1,"No",13,3,3,80,0,3,3,1,3,2,1,2,NA,0.99119411339052,"Referral"
"1240",31,0,"Travel_Frequently",163,"Research & Development",24,1,"Technical Degree",1736,4,"Female",30,3,2,"Manufacturing Director",4,5238,6670,2,"No",20,3,4,80,0,9,3,2,5,4,1,4,NA,0.898514110594988,"Referral"
"1241",39,0,"Non-Travel",792,"Research & Development",1,3,"Life Sciences",1737,4,"Male",77,3,2,"Laboratory Technician",4,6472,8989,1,"Yes",15,3,4,80,1,9,2,3,9,8,5,8,NA,NA,NA
"1242",32,0,"Travel_Rarely",371,"Sales",19,3,"Life Sciences",1739,4,"Male",80,1,3,"Sales Executive",3,9610,3840,3,"No",13,1,3,80,1,10,2,1,4,3,0,2,1.97690621142636,0.124283212702721,"Applied Online"
"1243",40,0,"Travel_Rarely",611,"Sales",7,4,"Medical",1740,2,"Male",88,3,5,"Manager",2,19833,4349,1,"No",14,4,2,80,0,21,3,2,21,8,12,8,0.653688868658735,NA,NA
"1244",45,0,"Travel_Rarely",176,"Human Resources",4,3,"Life Sciences",1744,3,"Female",56,1,3,"Human Resources",3,9756,6595,4,"No",21,4,3,80,2,9,2,4,5,0,0,3,NA,0.556336090201512,"Campus"
"1245",30,0,"Travel_Frequently",1312,"Research & Development",2,4,"Technical Degree",1745,4,"Female",78,2,1,"Research Scientist",1,4968,26427,0,"No",16,4,4,80,0,10,2,3,9,7,0,7,NA,NA,NA
"1246",24,0,"Travel_Frequently",897,"Human Resources",10,3,"Medical",1746,1,"Male",59,3,1,"Human Resources",4,2145,2097,0,"No",14,2,4,80,1,3,2,3,2,2,2,1,NA,0.310273250797763,"Applied Online"
"1247",30,1,"Travel_Frequently",600,"Human Resources",8,3,"Human Resources",1747,3,"Female",66,2,1,"Human Resources",4,2180,9732,6,"No",11,2,3,80,1,6,0,2,4,2,1,2,NA,0.124339520232752,"Applied Online"
"1248",31,0,"Travel_Rarely",1003,"Sales",5,3,"Technical Degree",1749,1,"Male",51,3,2,"Sales Executive",3,8346,20943,1,"No",19,3,3,80,1,6,3,3,5,2,0,2,1.99058052858776,0.176223812159151,"Applied Online"
"1249",27,0,"Travel_Rarely",1054,"Research & Development",8,3,"Medical",1751,3,"Female",67,3,1,"Research Scientist",4,3445,6152,1,"No",11,3,3,80,0,6,5,2,6,2,1,4,NA,0.562232268974185,"Campus"
"1250",29,1,"Travel_Rarely",428,"Sales",9,3,"Marketing",1752,2,"Female",52,1,1,"Sales Representative",2,2760,14630,1,"No",13,3,3,80,0,2,3,3,2,2,2,2,3.23448564691105,0.836837247014046,"Campus"
"1251",29,0,"Travel_Frequently",461,"Research & Development",1,3,"Life Sciences",1753,4,"Male",70,4,2,"Healthcare Representative",3,6294,23060,8,"Yes",12,3,4,80,0,10,5,4,3,2,0,2,NA,0.965046182507649,"Referral"
"1252",30,0,"Travel_Rarely",979,"Sales",15,2,"Marketing",1754,3,"Male",94,2,3,"Sales Executive",1,7140,3088,2,"No",11,3,1,80,1,12,2,3,7,7,1,7,1.3396921268267,NA,NA
"1253",34,0,"Travel_Rarely",181,"Research & Development",2,4,"Medical",1755,4,"Male",97,4,1,"Research Scientist",4,2932,5586,0,"Yes",14,3,1,80,3,6,3,3,5,0,1,2,NA,0.275729088578373,"Applied Online"
"1254",33,0,"Non-Travel",1283,"Sales",2,3,"Marketing",1756,4,"Female",62,3,2,"Sales Executive",2,5147,10697,8,"No",15,3,4,80,0,13,2,2,11,7,1,7,0.696942953819676,NA,NA
